"","symbol","mean","stddev"
"440","HEYL",0.0632632441952844,0.294954123870634
"441","EGFLAM",0.00570162648704214,0.0801581022857966
"442","UPK1A",0.000963343718272585,0.038536497341176
"443","PAQR5",0.0474539496944483,0.222075719416158
"444","ZNF30",0.020150800162545,0.138459823238857
"445","IGFBP3",0.191711862976849,0.678025763036179
"446","HSPB3",0.00781706780627392,0.102310924364642
"447","PDK4",0.836350077794827,1.16521588284747
"448","SCARA3",0.0458308368228456,0.309785927000039
"449","GABRA1",0.00523658715287565,0.0876432489662394
"450","RASL12",0.0108064461666132,0.116778396649308
"451","MYOCD",0.00215481070689139,0.0532426623193238
"452","ZNF792",0.0178142208618951,0.120199709663548
"453","AKR1B10",0.138205553489611,0.496674634046381
"454","EBF1",0.03013661236341,0.189973106883483
"455","ITGB1BP2",0.00172775112754308,0.033323214524978
"456","CXCR4",0.0721853004996785,0.412302389104099
"457","CXCL2",0.215575271809078,0.619096344102712
"458","CYP1B1",0.0823611623406159,0.395460596768941
"459","SLC25A34",0.0727933560251346,0.313738800829577
"460","PIEZO2",0.0169861469480143,0.134392965467677
"461","MCF2",0.000377896202633359,0.0174350820188764
"462","XKRX",0.000792664517972645,0.0261200745177753
"463","IL1R2",0.0200938280315694,0.160687413812825
"464","FGF19",0.0277231167935294,0.27151581492563
"465","CHI3L1",0.0366147369014376,0.240433863321808
"466","TRPM2",0.0122041153623968,0.115037697660371
"467","FST",0.0155403038172818,0.134307959930282
"468","CDHR1",0.00834990618833005,0.0969680989772266
"469","THY1",0.0449788204665866,0.284493405873963
"470","SERPING1",0.375929175396699,0.844410710242969
"471","HMOX1",0.241540067998226,0.717728839586676
"472","EPHX3",0.0148075755955158,0.120826230491056
"473","LRRC66",0.00331524058957932,0.0501053738885166
"474","DGKI",0.00600669700305238,0.0808665445674713
"475","GJB2",0.0143746594843453,0.105819241182298
"476","METRNL",0.103453968097232,0.345336746343255
"477","CDK1",0.00935246270651262,0.111378182373063
"478","FCGR2A",0.0140583199722123,0.142503757081892
"479","FILIP1",0.0136996572826022,0.133309531817608
"480","KCNG1",0.0263265075625581,0.176049672058104
"481","PCDHB8",0.00289162613314924,0.0456524807172739
"482","SHISA2",0.0236711853694489,0.159516538912011
"483","TNNI2",0.00561942383629166,0.0757127093841841
"484","SELPLG",0.00510936257418413,0.0908339543721237
"485","GNG3",0.0012385475777281,0.0277016171755158
"486","PXT1",0.000499156708877257,0.0171455950161512
"487","DHRS13",0.0651156751126278,0.240559089038108
"488","FRZB",0.0588729388511912,0.287424215284778
"489","TMEM71",0.00344314678805925,0.0612662858702767
"490","PRIMA1",0.00135729911327383,0.0425077167478091
"491","FAM26E",0.00273127682471708,0.0517055962177558
"492","PAPPA",0.0329390537331882,0.229610992906867
"493","SLC22A13",0.000533370711694651,0.0204803829038116
"494","KCTD16",0.0153845372555454,0.12056871102313
"495","ZNF831",0.00211395244208222,0.0434862584601001
"496","FOXA1",0.0127365862553075,0.121128628750366
"497","CTSE",0.0404111393172655,0.243507729122628
"498","PTGER1",0.00560122252836171,0.0678522516346687
"499","GPC5",0.000944366858158837,0.0270491809116412
"500","IFITM1",0.141109935273487,0.48178297034909
"501","CHRNA6",0.00025820010624805,0.0136226481971642
"502","LGI2",0.0370982169788845,0.206673907069194
"503","SNAI2",0.0546490567032464,0.289605679385203
"504","CLIC5",0.0135732101936065,0.128380773319097
"505","LRP4",0.0142957368492193,0.118465715475479
"506","GC",0.755558760282304,1.13147447779692
"507","ESAM",0.0817179384520708,0.42956022088539
"508","SLC28A3",0.0287942944111292,0.165715514199862
"509","SERPINA5",0.216585540365202,0.665857133768791
"510","GMIP",0.0344055760069033,0.174161813134269
"511","OASL",0.0085646646448574,0.10394871043562
"512","FRMD6",0.0490500859677986,0.242244084485144
"513","AKAP5",0.0259845684418716,0.141229246614988
"514","CLDN1",0.244386459815195,0.618165869925397
"515","DCST2",0.000476806615290484,0.017536033211813
"516","TCF19",0.0138035689672066,0.11479925481872
"517","DMBT1",0.023067552177799,0.263579426403716
"518","PAX4",0.00572810219398301,0.0807698519900427
"519","NTNG1",0.00689232037977121,0.0831010670420588
"520","C1QL2",0.00209960083761884,0.052202912699825
"521","CCNB2",0.00645692932194897,0.0951487795834794
"522","PTGS1",0.0184363480628731,0.163831762690072
"523","COL5A1",0.083715927827366,0.428218597686418
"524","MN1",0.00822293612332691,0.0887314855283139
"525","NID2",0.0360485801440477,0.226363610427678
"526","ANKRD53",0.00565858444110232,0.0683010571922791
"527","PTPRR",0.0073358756087667,0.0916704352906169
"528","COL4A5",0.00585446038901954,0.0776459474148781
"529","UPP2",0.0072379672450779,0.0916531039793749
"530","ZNF132",0.0227795291319206,0.14229452448148
"531","GBP3",0.0642912246134484,0.246998918988906
"532","FLNC",0.00907604792626578,0.104744013222965
"533","ANPEP",0.276622587715434,0.709250870713443
"534","TAC3",0.000239010917529279,0.0178523126736216
"535","FAM49A",0.016361511572093,0.123341368632759
"536","PCDHA4",0.00543653818718066,0.0619791506467226
"537","RHOU",0.0976699475840082,0.337862477543062
"538","FZD10",0.00490198281246287,0.075027184080005
"539","SLC39A9",0.466767615669328,0.628081826885473
"540","SERPINI2",0.0374763062300514,0.214812245168292
